0,"{'0xBb79A903f699F2E54C970AC7ab30403A56F67804': {'delegators': {}, 'stakedAmount': 1000000.0, 'selfStaked': 1000000.0, 'fee': 0.1, 'rewardToNode': 1556.6625155666252, 'reward': 1556.6625155666252, 'rewardPerBlock': 4.324063}, '0xCFB72778e99886669cAD160aD73AA30F413dDeE5': {'delegators': {}, 'stakedAmount': 100000.0, 'selfStaked': 100000.0, 'fee': 0.1, 'rewardToNode': 155.66625155666253, 'reward': 155.66625155666253, 'rewardPerBlock': 0.432406}, 'startBlock': 100000, 'endBlock': 100117, 'cycleLength': 117, 'propagation': 0}"
1,"{'0xBb79A903f699F2E54C970AC7ab30403A56F67804': {'delegators': {}, 'stakedAmount': 1000000.0, 'selfStaked': 1000000.0, 'fee': 0.1, 'rewardToNode': 1556.6625155666252, 'reward': 1556.6625155666252, 'rewardPerBlock': 4.324063}, '0xCFB72778e99886669cAD160aD73AA30F413dDeE5': {'delegators': {}, 'stakedAmount': 100000.0, 'selfStaked': 100000.0, 'fee': 0.1, 'rewardToNode': 155.66625155666253, 'reward': 155.66625155666253, 'rewardPerBlock': 0.432406}, 'startBlock': 100119, 'endBlock': 100837, 'cycleLength': 718, 'propagation': 0}"
2,"{'0xBb79A903f699F2E54C970AC7ab30403A56F67804': {'delegators': {}, 'stakedAmount': 1000000.0, 'selfStaked': 1000000.0, 'fee': 0.1, 'rewardToNode': 1556.6625155666252, 'reward': 1556.6625155666252, 'rewardPerBlock': 4.324063}, '0xCFB72778e99886669cAD160aD73AA30F413dDeE5': {'delegators': {}, 'stakedAmount': 100000.0, 'selfStaked': 100000.0, 'fee': 0.1, 'rewardToNode': 155.66625155666253, 'reward': 155.66625155666253, 'rewardPerBlock': 0.432406}, 'startBlock': 100839, 'endBlock': 101557, 'cycleLength': 718, 'propagation': 0}"
